pais,iso3c,fecha_resultado,departamento,provincia,distrito,n,n_acum
Peru,PER,2020-04-23,LORETO,MAYNAS,BELEN,4,4
Peru,PER,2020-04-23,LORETO,MAYNAS,IQUITOS,6,10
Peru,PER,2020-04-23,LORETO,MAYNAS,PUNCHANA,7,17
Peru,PER,2020-04-23,LORETO,MAYNAS,SAN JUAN BAUTISTA,3,20
Peru,PER,2020-04-23,LORETO,REQUENA,REQUENA,1,1
Peru,PER,2020-04-23,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,1,1
Peru,PER,2020-04-23,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1,1
Peru,PER,2020-04-23,MOQUEGUA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-23,MOQUEGUA,ILO,ILO,3,3
Peru,PER,2020-04-23,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,2,2
Peru,PER,2020-04-23,PASCO,PASCO,NINACACA,1,1
Peru,PER,2020-04-23,PASCO,PASCO,PAUCARTAMBO,1,2
Peru,PER,2020-04-23,PASCO,PASCO,SIMON BOLIVAR,1,3
Peru,PER,2020-04-23,PASCO,PASCO,YANACANCHA,3,6
Peru,PER,2020-04-23,PIURA,AYABACA,SUYO,1,1
Peru,PER,2020-04-23,PIURA,MORROPON,CHULUCANAS,5,5
Peru,PER,2020-04-23,PIURA,PAITA,PAITA,7,7
Peru,PER,2020-04-23,PIURA,PIURA,CASTILLA,18,18
Peru,PER,2020-04-23,PIURA,PIURA,EL TALLAN,1,19
Peru,PER,2020-04-23,PIURA,PIURA,LA UNION,2,21
Peru,PER,2020-04-23,PIURA,PIURA,LAS LOMAS,1,22
Peru,PER,2020-04-23,PIURA,PIURA,PIURA,15,37
Peru,PER,2020-04-23,PIURA,PIURA,TAMBO GRANDE,1,38
Peru,PER,2020-04-23,PIURA,PIURA,VEINTISEIS DE OCTUBRE,19,57
Peru,PER,2020-04-23,PIURA,SECHURA,SECHURA,1,1
Peru,PER,2020-04-23,PIURA,SULLANA,IGNACIO ESCUDERO,5,5
Peru,PER,2020-04-23,PIURA,SULLANA,SULLANA,5,10
Peru,PER,2020-04-23,PIURA,TALARA,EL ALTO,1,1
Peru,PER,2020-04-23,PIURA,TALARA,PARIÑAS,2,3
Peru,PER,2020-04-23,PUNO,CARABAYA,MACUSANI,1,1
Peru,PER,2020-04-23,PUNO,PUNO,PUNO,2,2
Peru,PER,2020-04-23,PUNO,SANDIA,SANDIA,5,5
Peru,PER,2020-04-23,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,1,1
Peru,PER,2020-04-23,TACNA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,3,3
Peru,PER,2020-04-23,TACNA,TACNA,ALTO DE LA ALIANZA,2,2
Peru,PER,2020-04-23,TACNA,TACNA,CALANA,1,3
Peru,PER,2020-04-23,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,1,1
Peru,PER,2020-04-23,TUMBES,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-23,TUMBES,TUMBES,TUMBES,7,7
Peru,PER,2020-04-23,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-04-23,TUMBES,ZARUMILLA,PAPAYAL,1,2
Peru,PER,2020-04-23,UCAYALI,CORONEL PORTILLO,CALLERIA,6,6
Peru,PER,2020-04-23,UCAYALI,CORONEL PORTILLO,MANANTAY,2,8
Peru,PER,2020-04-23,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1,9
Peru,PER,2020-04-24,AMAZONAS,BAGUA,BAGUA,3,3
Peru,PER,2020-04-24,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1,1
Peru,PER,2020-04-24,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1,1
Peru,PER,2020-04-24,ANCASH,CASMA,BUENA VISTA ALTA,1,1
Peru,PER,2020-04-24,ANCASH,CASMA,CASMA,1,2
Peru,PER,2020-04-24,ANCASH,HUARAZ,HUARAZ,3,3
Peru,PER,2020-04-24,ANCASH,HUARAZ,INDEPENDENCIA,1,4
Peru,PER,2020-04-24,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,1,1
Peru,PER,2020-04-24,ANCASH,RECUAY,RECUAY,2,2
Peru,PER,2020-04-24,ANCASH,SANTA,CHIMBOTE,21,21
Peru,PER,2020-04-24,ANCASH,SANTA,COISHCO,8,29
Peru,PER,2020-04-24,ANCASH,SANTA,NUEVO CHIMBOTE,3,32
Peru,PER,2020-04-24,ANCASH,SANTA,SANTA,3,35
Peru,PER,2020-04-24,APURIMAC,ABANCAY,ABANCAY,1,1
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,1,1
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,AREQUIPA,22,23
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,CAYMA,2,25
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,JACOBO HUNTER,2,27
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,2,29
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,PAUCARPATA,4,33
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,SACHACA,2,35
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,SOCABAYA,3,38
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,TIABAYA,4,42
Peru,PER,2020-04-24,AREQUIPA,AREQUIPA,YURA,1,43
Peru,PER,2020-04-24,AYACUCHO,HUAMANGA,AYACUCHO,2,2
Peru,PER,2020-04-24,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,5,7
Peru,PER,2020-04-24,AYACUCHO,LUCANAS,PUQUIO,1,1
Peru,PER,2020-04-24,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,1,1
Peru,PER,2020-04-24,CAJAMARCA,CAJAMARCA,CAJAMARCA,4,4
Peru,PER,2020-04-24,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,1,5
Peru,PER,2020-04-24,CAJAMARCA,CHOTA,ANGUIA,1,1
Peru,PER,2020-04-24,CAJAMARCA,CHOTA,CHOTA,2,3
Peru,PER,2020-04-24,CAJAMARCA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-24,CAJAMARCA,HUALGAYOC,BAMBAMARCA,11,11
Peru,PER,2020-04-24,CAJAMARCA,JAEN,JAEN,3,3
Peru,PER,2020-04-24,CAJAMARCA,JAEN,SAN FELIPE,2,5
Peru,PER,2020-04-24,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2,2
Peru,PER,2020-04-24,CALLAO,CALLAO,BELLAVISTA,18,18
Peru,PER,2020-04-24,CALLAO,CALLAO,CALLAO,87,105
Peru,PER,2020-04-24,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,7,112
Peru,PER,2020-04-24,CALLAO,CALLAO,LA PERLA,3,115
Peru,PER,2020-04-24,CALLAO,CALLAO,MI PERU,2,117
Peru,PER,2020-04-24,CALLAO,CALLAO,VENTANILLA,17,134
Peru,PER,2020-04-24,CALLAO,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-24,CUSCO,ANTA,ANTA,1,1
Peru,PER,2020-04-24,CUSCO,CANCHIS,SICUANI,1,1
Peru,PER,2020-04-24,CUSCO,CUSCO,CUSCO,1,1
Peru,PER,2020-04-24,CUSCO,CUSCO,SAN JERONIMO,1,2
Peru,PER,2020-04-24,CUSCO,CUSCO,SANTIAGO,1,3
Peru,PER,2020-04-24,HUANCAVELICA,ACOBAMBA,ROSARIO,2,2
Peru,PER,2020-04-24,HUANCAVELICA,ANGARAES,CCOCHACCASA,1,1
Peru,PER,2020-04-24,HUANUCO,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-24,HUANUCO,HUANUCO,AMARILIS,1,1
Peru,PER,2020-04-24,HUANUCO,HUANUCO,HUANUCO,1,2
Peru,PER,2020-04-24,HUANUCO,HUANUCO,PILLCO MARCA,1,3
Peru,PER,2020-04-24,HUANUCO,PACHITEA,PANAO,4,4
Peru,PER,2020-04-24,ICA,CHINCHA,ALTO LARAN,1,1
Peru,PER,2020-04-24,ICA,CHINCHA,CHINCHA ALTA,7,8
Peru,PER,2020-04-24,ICA,CHINCHA,SUNAMPE,2,10
Peru,PER,2020-04-24,ICA,ICA,ICA,2,2
Peru,PER,2020-04-24,ICA,PALPA,PALPA,1,1
Peru,PER,2020-04-24,ICA,PISCO,PISCO,2,2
Peru,PER,2020-04-24,JUNIN,CHANCHAMAYO,PERENE,1,1
Peru,PER,2020-04-24,JUNIN,CHUPACA,HUAMANCACA CHICO,1,1
Peru,PER,2020-04-24,JUNIN,HUANCAYO,CHILCA,2,2
Peru,PER,2020-04-24,JUNIN,HUANCAYO,EL TAMBO,2,4
Peru,PER,2020-04-24,JUNIN,HUANCAYO,HUANCAYO,1,5
Peru,PER,2020-04-24,JUNIN,HUANCAYO,PILCOMAYO,1,6
Peru,PER,2020-04-24,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,1,7
Peru,PER,2020-04-24,JUNIN,SATIPO,PANGOA,2,2
Peru,PER,2020-04-24,JUNIN,TARMA,TARMA,1,1
Peru,PER,2020-04-24,JUNIN,YAULI,LA OROYA,1,1
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,EL PORVENIR,4,4
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,HUANCHACO,2,6
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,LA ESPERANZA,4,10
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,LAREDO,1,11
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,MOCHE,2,13
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,SIMBAL,1,14
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,TRUJILLO,2,16
Peru,PER,2020-04-24,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1,17
Peru,PER,2020-04-24,LA LIBERTAD,VIRU,GUADALUPITO,1,1
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,CAYALTI,1,1
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,CHICLAYO,26,27
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,ETEN,2,29
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,46,75
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,LA VICTORIA,4,79
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,MONSEFU,8,87
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,PIMENTEL,1,88
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,POMALCA,2,90
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,SANTA ROSA,1,91
Peru,PER,2020-04-24,LAMBAYEQUE,CHICLAYO,TUMAN,7,98
Peru,PER,2020-04-24,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,11,11
Peru,PER,2020-04-24,LAMBAYEQUE,FERREÑAFE,PITIPO,1,12
Peru,PER,2020-04-24,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1,13
Peru,PER,2020-04-24,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,1,1
Peru,PER,2020-04-24,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,20,21
Peru,PER,2020-04-24,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,1,22
Peru,PER,2020-04-24,LAMBAYEQUE,LAMBAYEQUE,MORROPE,2,24
Peru,PER,2020-04-24,LAMBAYEQUE,LAMBAYEQUE,OLMOS,14,38
Peru,PER,2020-04-24,LAMBAYEQUE,LAMBAYEQUE,PACORA,2,40
Peru,PER,2020-04-24,LAMBAYEQUE,LAMBAYEQUE,SALAS,1,41
Peru,PER,2020-04-24,LIMA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,28,28
Peru,PER,2020-04-24,LIMA,LIMA,ANCON,7,7
Peru,PER,2020-04-24,LIMA,LIMA,ATE,96,103
Peru,PER,2020-04-24,LIMA,LIMA,BARRANCO,4,107
Peru,PER,2020-04-24,LIMA,LIMA,BREÑA,9,116
Peru,PER,2020-04-24,LIMA,LIMA,CARABAYLLO,22,138
Peru,PER,2020-04-24,LIMA,LIMA,CHACLACAYO,2,140
Peru,PER,2020-04-24,LIMA,LIMA,CHORRILLOS,32,172
Peru,PER,2020-04-24,LIMA,LIMA,CIENEGUILLA,3,175
Peru,PER,2020-04-24,LIMA,LIMA,COMAS,69,244
Peru,PER,2020-04-24,LIMA,LIMA,EL AGUSTINO,68,312
Peru,PER,2020-04-24,LIMA,LIMA,INDEPENDENCIA,20,332
Peru,PER,2020-04-24,LIMA,LIMA,JESUS MARIA,20,352
Peru,PER,2020-04-24,LIMA,LIMA,LA MOLINA,5,357
Peru,PER,2020-04-24,LIMA,LIMA,LA VICTORIA,55,412
Peru,PER,2020-04-24,LIMA,LIMA,LIMA,99,511
Peru,PER,2020-04-24,LIMA,LIMA,LINCE,8,519
Peru,PER,2020-04-24,LIMA,LIMA,LOS OLIVOS,42,561
Peru,PER,2020-04-24,LIMA,LIMA,LURIGANCHO,11,572
Peru,PER,2020-04-24,LIMA,LIMA,LURIN,6,578
Peru,PER,2020-04-24,LIMA,LIMA,MAGDALENA DEL MAR,5,583
Peru,PER,2020-04-24,LIMA,LIMA,MIRAFLORES,1,584
Peru,PER,2020-04-24,LIMA,LIMA,PACHACAMAC,10,594
Peru,PER,2020-04-24,LIMA,LIMA,PUCUSANA,5,599
Peru,PER,2020-04-24,LIMA,LIMA,PUEBLO LIBRE,10,609
Peru,PER,2020-04-24,LIMA,LIMA,PUENTE PIEDRA,28,637
Peru,PER,2020-04-24,LIMA,LIMA,PUNTA NEGRA,3,640
Peru,PER,2020-04-24,LIMA,LIMA,RIMAC,23,663
Peru,PER,2020-04-24,LIMA,LIMA,SAN BARTOLO,1,664
Peru,PER,2020-04-24,LIMA,LIMA,SAN BORJA,9,673
Peru,PER,2020-04-24,LIMA,LIMA,SAN ISIDRO,3,676
Peru,PER,2020-04-24,LIMA,LIMA,SAN JUAN DE LURIGANCHO,131,807
Peru,PER,2020-04-24,LIMA,LIMA,SAN JUAN DE MIRAFLORES,47,854
Peru,PER,2020-04-24,LIMA,LIMA,SAN LUIS,6,860
Peru,PER,2020-04-24,LIMA,LIMA,SAN MARTIN DE PORRES,69,929
Peru,PER,2020-04-24,LIMA,LIMA,SAN MIGUEL,14,943
Peru,PER,2020-04-24,LIMA,LIMA,SANTA ANITA,38,981
Peru,PER,2020-04-24,LIMA,LIMA,SANTA ROSA,1,982
Peru,PER,2020-04-24,LIMA,LIMA,SANTIAGO DE SURCO,41,1023
Peru,PER,2020-04-24,LIMA,LIMA,SURQUILLO,12,1035
Peru,PER,2020-04-24,LIMA,LIMA,VILLA EL SALVADOR,76,1111
Peru,PER,2020-04-24,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,45,1156
Peru,PER,2020-04-24,LIMA REGION,EN INVESTIGACIÓN,EN INVESTIGACIÓN,36,36
Peru,PER,2020-04-24,LORETO,MAYNAS,BELEN,14,14
Peru,PER,2020-04-24,LORETO,MAYNAS,IQUITOS,24,38
Peru,PER,2020-04-24,LORETO,MAYNAS,PUNCHANA,13,51
Peru,PER,2020-04-24,LORETO,MAYNAS,SAN JUAN BAUTISTA,9,60
Peru,PER,2020-04-24,LORETO,REQUENA,REQUENA,1,1
Peru,PER,2020-04-24,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,3,3
Peru,PER,2020-04-24,MOQUEGUA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-24,MOQUEGUA,ILO,ILO,7,7
Peru,PER,2020-04-24,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,6,6
Peru,PER,2020-04-24,PASCO,DANIEL ALCIDES CARRION,PAUCAR,1,1
Peru,PER,2020-04-24,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,1,2
Peru,PER,2020-04-24,PASCO,PASCO,CHAUPIMARCA,1,1
Peru,PER,2020-04-24,PASCO,PASCO,PAUCARTAMBO,1,2
Peru,PER,2020-04-24,PASCO,PASCO,SIMON BOLIVAR,2,4
Peru,PER,2020-04-24,PASCO,PASCO,YANACANCHA,1,5
Peru,PER,2020-04-24,PIURA,AYABACA,MONTERO,1,1
Peru,PER,2020-04-24,PIURA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,2,2
Peru,PER,2020-04-24,PIURA,MORROPON,CHULUCANAS,9,9
Peru,PER,2020-04-24,PIURA,MORROPON,LA MATANZA,1,10
Peru,PER,2020-04-24,PIURA,PAITA,COLAN,2,2
Peru,PER,2020-04-24,PIURA,PAITA,PAITA,8,10
Peru,PER,2020-04-24,PIURA,PIURA,CASTILLA,18,18
Peru,PER,2020-04-24,PIURA,PIURA,CATACAOS,3,21
Peru,PER,2020-04-24,PIURA,PIURA,LA ARENA,3,24
Peru,PER,2020-04-24,PIURA,PIURA,LA UNION,4,28
Peru,PER,2020-04-24,PIURA,PIURA,LAS LOMAS,2,30
Peru,PER,2020-04-24,PIURA,PIURA,PIURA,22,52
Peru,PER,2020-04-24,PIURA,PIURA,VEINTISEIS DE OCTUBRE,14,66
Peru,PER,2020-04-24,PIURA,SECHURA,BERNAL,1,1
Peru,PER,2020-04-24,PIURA,SECHURA,SECHURA,2,3
Peru,PER,2020-04-24,PIURA,SECHURA,VICE,1,4
Peru,PER,2020-04-24,PIURA,SULLANA,BELLAVISTA,1,1
Peru,PER,2020-04-24,PIURA,SULLANA,MARCAVELICA,1,2
Peru,PER,2020-04-24,PIURA,SULLANA,SULLANA,15,17
Peru,PER,2020-04-24,PIURA,TALARA,MANCORA,1,1
Peru,PER,2020-04-24,PIURA,TALARA,PARIÑAS,11,12
Peru,PER,2020-04-24,PUNO,PUNO,PUNO,7,7
Peru,PER,2020-04-24,PUNO,SAN ROMAN,JULIACA,5,5
Peru,PER,2020-04-24,SAN MARTIN,BELLAVISTA,SAN RAFAEL,2,2
Peru,PER,2020-04-24,SAN MARTIN,MARISCAL CACERES,JUANJUI,1,1
Peru,PER,2020-04-24,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,1,1
Peru,PER,2020-04-24,SAN MARTIN,PICOTA,SAN HILARION,5,5
Peru,PER,2020-04-24,SAN MARTIN,RIOJA,RIOJA,1,1
Peru,PER,2020-04-24,SAN MARTIN,SAN MARTIN,TARAPOTO,1,1
Peru,PER,2020-04-24,TACNA,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-24,TACNA,TACNA,TACNA,3,3
Peru,PER,2020-04-24,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,1,1
Peru,PER,2020-04-24,TUMBES,TUMBES,CORRALES,3,3
Peru,PER,2020-04-24,TUMBES,TUMBES,TUMBES,8,11
Peru,PER,2020-04-24,TUMBES,ZARUMILLA,AGUAS VERDES,2,2
Peru,PER,2020-04-24,TUMBES,ZARUMILLA,ZARUMILLA,2,4
Peru,PER,2020-04-24,UCAYALI,CORONEL PORTILLO,CALLERIA,22,22
Peru,PER,2020-04-24,UCAYALI,CORONEL PORTILLO,MANANTAY,8,30
Peru,PER,2020-04-24,UCAYALI,CORONEL PORTILLO,YARINACOCHA,8,38
Peru,PER,2020-04-25,AMAZONAS,BAGUA,BAGUA,2,2
Peru,PER,2020-04-25,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,5,5
Peru,PER,2020-04-25,ANCASH,HUARAZ,HUARAZ,7,7
Peru,PER,2020-04-25,ANCASH,HUARAZ,INDEPENDENCIA,1,8
Peru,PER,2020-04-25,ANCASH,HUARI,CHAVIN DE HUANTAR,1,1
Peru,PER,2020-04-25,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,1,1
Peru,PER,2020-04-25,ANCASH,SANTA,CHIMBOTE,21,21
Peru,PER,2020-04-25,ANCASH,SANTA,COISHCO,1,22
Peru,PER,2020-04-25,ANCASH,SANTA,NUEVO CHIMBOTE,6,28
Peru,PER,2020-04-25,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,1,1
Peru,PER,2020-04-25,APURIMAC,ANDAHUAYLAS,TALAVERA,1,2
Peru,PER,2020-04-25,APURIMAC,COTABAMBAS,TAMBOBAMBA,1,1
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,1,1
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,AREQUIPA,5,6
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,CAYMA,1,7
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,CERRO COLORADO,4,11
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,2,13
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,PAUCARPATA,3,16
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,SACHACA,1,17
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,SOCABAYA,3,20
Peru,PER,2020-04-25,AREQUIPA,AREQUIPA,YANAHUARA,1,21
Peru,PER,2020-04-25,AYACUCHO,EN INVESTIGACIÓN,EN INVESTIGACIÓN,1,1
Peru,PER,2020-04-25,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,1,1
Peru,PER,2020-04-25,AYACUCHO,HUAMANGA,AYACUCHO,5,6
Peru,PER,2020-04-25,AYACUCHO,HUANTA,HUANTA,1,1
Peru,PER,2020-04-25,CAJAMARCA,CAJAMARCA,CAJAMARCA,3,3
Peru,PER,2020-04-25,CAJAMARCA,CAJAMARCA,JESUS,1,4
Peru,PER,2020-04-25,CAJAMARCA,CELENDIN,CELENDIN,1,1
Peru,PER,2020-04-25,CAJAMARCA,CHOTA,CHOTA,2,2
Peru,PER,2020-04-25,CAJAMARCA,HUALGAYOC,BAMBAMARCA,2,2
Peru,PER,2020-04-25,CAJAMARCA,JAEN,JAEN,1,1
Peru,PER,2020-04-25,CAJAMARCA,JAEN,SAN FELIPE,5,6
Peru,PER,2020-04-25,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,3,3
Peru,PER,2020-04-25,CALLAO,CALLAO,BELLAVISTA,9,9
Peru,PER,2020-04-25,CALLAO,CALLAO,CALLAO,90,99
Peru,PER,2020-04-25,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,7,106
Peru,PER,2020-04-25,CALLAO,CALLAO,LA PERLA,11,117
Peru,PER,2020-04-25,CALLAO,CALLAO,MI PERU,6,123
Peru,PER,2020-04-25,CALLAO,CALLAO,VENTANILLA,31,154
Peru,PER,2020-04-25,CUSCO,CUSCO,CUSCO,2,2
Peru,PER,2020-04-25,CUSCO,CUSCO,SAN JERONIMO,1,3
Peru,PER,2020-04-25,HUANCAVELICA,ACOBAMBA,ANTA,8,8
Peru,PER,2020-04-25,HUANCAVELICA,ACOBAMBA,PAUCARA,1,9
Peru,PER,2020-04-25,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1,1
Peru,PER,2020-04-25,HUANCAVELICA,TAYACAJA,PAMPAS,1,1
Peru,PER,2020-04-25,HUANUCO,HUAMALIES,LLATA,2,2
Peru,PER,2020-04-25,HUANUCO,HUANUCO,AMARILIS,2,2
Peru,PER,2020-04-25,ICA,CHINCHA,CHINCHA ALTA,3,3
Peru,PER,2020-04-25,ICA,CHINCHA,GROCIO PRADO,1,4
Peru,PER,2020-04-25,ICA,CHINCHA,PUEBLO NUEVO,2,6
Peru,PER,2020-04-25,ICA,ICA,ICA,10,10
Peru,PER,2020-04-25,ICA,ICA,LA TINGUIÑA,1,11
Peru,PER,2020-04-25,ICA,ICA,SAN JUAN BAUTISTA,1,12
Peru,PER,2020-04-25,ICA,NAZCA,NAZCA,2,2
Peru,PER,2020-04-25,ICA,NAZCA,VISTA ALEGRE,4,6
Peru,PER,2020-04-25,ICA,PALPA,PALPA,1,1
Peru,PER,2020-04-25,ICA,PISCO,PISCO,1,1
Peru,PER,2020-04-25,ICA,PISCO,SAN CLEMENTE,1,2
Peru,PER,2020-04-25,JUNIN,CHANCHAMAYO,CHANCHAMAYO,1,1
Peru,PER,2020-04-25,JUNIN,HUANCAYO,CHILCA,1,1
Peru,PER,2020-04-25,JUNIN,HUANCAYO,EL TAMBO,3,4
Peru,PER,2020-04-25,JUNIN,HUANCAYO,HUANCAN,4,8
Peru,PER,2020-04-25,JUNIN,HUANCAYO,HUANCAYO,3,11
Peru,PER,2020-04-25,JUNIN,HUANCAYO,SICAYA,2,13
Peru,PER,2020-04-25,JUNIN,SATIPO,MAZAMARI,1,1
Peru,PER,2020-04-25,JUNIN,SATIPO,PANGOA,2,3
Peru,PER,2020-04-25,JUNIN,TARMA,TARMA,3,3
Peru,PER,2020-04-25,LA LIBERTAD,CHEPEN,CHEPEN,1,1
Peru,PER,2020-04-25,LA LIBERTAD,PACASMAYO,GUADALUPE,5,5
Peru,PER,2020-04-25,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,1,1
Peru,PER,2020-04-25,LA LIBERTAD,TRUJILLO,HUANCHACO,11,11
Peru,PER,2020-04-25,LA LIBERTAD,TRUJILLO,LAREDO,1,12
Peru,PER,2020-04-25,LA LIBERTAD,TRUJILLO,TRUJILLO,9,21
Peru,PER,2020-04-25,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,6,27
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,CAYALTI,1,1
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,CHICLAYO,38,39
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,ETEN,1,40
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,17,57
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,LA VICTORIA,13,70
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,MONSEFU,4,74
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,PIMENTEL,8,82
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,POMALCA,1,83
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,PUCALA,3,86
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,REQUE,1,87
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,SANTA ROSA,3,90
Peru,PER,2020-04-25,LAMBAYEQUE,CHICLAYO,TUMAN,1,91
Peru,PER,2020-04-25,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,9,9
Peru,PER,2020-04-25,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,4,13
Peru,PER,2020-04-25,LAMBAYEQUE,FERREÑAFE,PITIPO,1,14
Peru,PER,2020-04-25,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,5,19
Peru,PER,2020-04-25,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,1,1
Peru,PER,2020-04-25,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,1,2
Peru,PER,2020-04-25,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,4,6
Peru,PER,2020-04-25,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,3,9
Peru,PER,2020-04-25,LAMBAYEQUE,LAMBAYEQUE,OLMOS,1,10
Peru,PER,2020-04-25,LAMBAYEQUE,LAMBAYEQUE,PACORA,1,11
